@ HyperIMU -ianovir - 2018
@ Date:Mon Nov 25 07:27:40 GMT+00:00 2019, Sampling Rate:100ms

LIS3DH_Accelerometer.x,LIS3DH_Accelerometer.y,LIS3DH_Accelerometer.z,L3GD20_Gyroscope.x,L3GD20_Gyroscope.y,L3GD20_Gyroscope.z,AK8963_Magnetometer.x,AK8963_Magnetometer.y,AK8963_Magnetometer.z,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z,Rotation_Vector.x,Rotation_Vector.y,Rotation_Vector.z,Orientation.x,Orientation.y,Orientation.z
-0.2745819,4.922943,8.394485,0.9751129,-0.0054779053,0.0058135986,16.183472,-33.265686,-33.070374,-0.02227649,-0.050211906,-0.2544403,0.15195312,0.2036891,0.74004865,259.72363,-29.401316,-1.6484526
-0.2745819,5.5113373,8.2964325,0.7124176,-0.03845215,-0.08703613,18.11676,-39.45923,-30.162048,0.083630234,-0.14228296,-0.092027664,0.1675268,0.23994447,0.7478511,256.47583,-33.97902,-2.0280607
-0.39227295,6.2174225,6.9823303,0.65989685,-0.109313965,-0.003982544,19.348145,-41.052246,-25.543213,0.053841054,-0.14479446,-0.7358246,0.18055637,0.2711996,0.75471634,253.3526,-37.98048,-2.0815587
-0.37265015,6.5900726,8.041458,0.72221375,0.48321533,0.043670654,20.050049,-42.82074,-21.77887,0.15595263,-0.16847897,1.0166364,0.18911059,0.29845887,0.7611863,250.2941,-41.33806,-2.1047797
-0.5687866,6.9234924,7.5903473,0.4937439,0.31582642,0.09010315,20.753479,-44.944763,-19.725037,-0.21866715,-0.03498268,0.5961051,0.19443603,0.3251083,0.76264817,247.97421,-44.463257,-2.540264
-0.23536682,7.3549805,7.4726715,0.28359985,0.19366455,0.027786255,21.281433,-47.24579,-18.185425,1.31867,0.100430965,-0.42277765,0.20173378,0.3479512,0.7651203,245.5871,-47.387074,-2.3618195
-0.21574402,7.727646,6.4135437,0.50961304,-0.10321045,0.060775757,20.578003,-46.891785,-14.421082,0.21376684,-0.112439156,-0.29369116,0.20372014,0.37455538,0.7659862,242.96182,-50.41986,-2.769306
-0.23536682,8.257202,5.472107,0.65989685,-0.30355835,-0.06871033,20.753479,-48.483276,-11.512756,0.38175878,-0.043679237,-0.59941673,0.21960612,0.40023515,0.7592685,241.7258,-54.29682,-2.164341
-0.21574402,8.571014,5.2171326,0.8773651,-0.30967712,-0.056503296,23.565674,-48.83728,-5.354309,-0.10082087,-0.13413143,0.18756437,0.24295835,0.4213724,0.7443693,242.54088,-58.60395,-1.31843
-0.09806824,8.767151,3.550003,0.4363098,-0.5613556,0.036346436,22.511292,-48.1308,-1.9317627,-0.05299028,-0.100572586,-0.7881236,0.26675472,0.44992876,0.72902733,242.1052,-63.074738,-0.47826222
0.039230347,9.06134,4.4522247,0.23106384,-0.08732605,0.025344849,20.928955,-47.953796,-0.39215088,-0.009974148,-0.08261871,0.055838585,0.2734781,0.45971337,0.7238133,241.93391,-64.67504,-0.27734604
0.11767578,9.080963,4.609131,0.20785522,-0.20948792,0.029022217,21.807861,-49.899292,-1.5899658,-0.01882413,-0.076937675,0.47578335,0.27334172,0.47063994,0.7217925,240.98834,-65.947266,-0.44983575
0.11767578,9.277084,3.393097,0.27259827,-0.27424622,-0.027175903,23.742676,-49.72229,1.6616821,0.09699809,-0.07434845,-0.4011469,0.2871534,0.479122,0.71239686,241.69693,-67.91567,0.11739737
-1.2748718,9.296707,5.0013885,0.025817871,-0.081207275,-0.11390686,22.86377,-49.545288,1.4907837,0.053640194,-0.013299942,0.57740784,0.28707743,0.4840793,0.7103229,241.45929,-68.49959,-0.08182058
0.21574402,9.610519,2.7066345,0.59025574,0.066604614,-0.15667725,24.269104,-48.483276,4.911804,0.15375024,0.05287552,-0.39508224,0.29847673,0.4931604,0.701801,241.87009,-70.402214,0.3508246
-0.019607544,9.64975,2.902771,0.5682678,-0.009124756,-0.07847595,25.500488,-49.72229,6.793213,0.18818626,-0.05331707,0.31750417,0.30706185,0.5112931,0.68678254,242.21313,-73.22667,-0.17720784
-0.019607544,9.787033,2.3732147,0.30192566,0.33659363,0.055892944,25.323486,-46.714783,7.649231,0.09839699,0.03285694,-0.17639017,0.30338556,0.5327386,0.6825499,240.04013,-75.62275,-0.5576187
-0.019607544,9.865494,2.1574554,0.38012695,-0.040893555,0.076660156,25.85144,-48.66028,8.505249,-0.0043070987,-0.031029701,0.07799506,0.30508104,0.54790974,0.6776744,238.74088,-77.67558,-0.42024487
-0.13729858,9.845871,1.6278992,0.36668396,-0.19604492,0.06932068,24.797058,-47.24579,10.557556,-0.121562004,-0.10133648,-0.12906659,0.31411892,0.55761445,0.6693223,238.81169,-79.58417,-0.020213947
0.23536682,9.963562,1.3337097,0.29704285,0.29629517,0.041229248,24.972534,-47.42279,11.413574,-0.07441477,0.009896278,0.12364817,0.32057637,0.5681595,0.6628394,238.37637,-81.439415,0.42190626
-0.2942047,9.924332,1.1375732,0.34591675,0.4257965,0.048553467,24.797058,-47.953796,11.584473,-0.17927317,-0.10176277,0.022356749,0.31134903,0.5864742,0.66190034,235.6579,-83.21058,0.23818818
-0.039230347,10.218536,-0.019607544,-0.0340271,-0.089767456,0.04611206,24.797058,-47.24579,13.294983,-0.089496255,0.16662979,-0.8172949,0.30988595,0.603156,0.6553273,234.09036,-85.391426,0.27263314
0.11767578,10.06163,0.9806671,0.35079956,0.014083862,0.041229248,24.269104,-46.36078,13.465881,-0.0061805695,0.028630257,0.30880564,0.31167254,0.60468674,0.6543038,234.0174,-85.731476,0.48107293
0.07846069,10.042007,0.5687866,0.1015625,-0.2204895,-0.04182434,25.85144,-44.059753,15.348816,0.09679496,0.044914246,-0.105302274,0.32070023,0.61507225,0.6419508,234.48912,-87.84077,0.56449866
-0.11767578,10.042007,-0.039230347,0.35812378,0.015289307,-0.030822754,26.379395,-44.59076,16.54663,-0.104229525,-0.03449917,0.015633002,0.32671523,0.6214885,0.6323868,235.08685,-89.19676,0.36954996
-0.039230347,10.06163,-0.2745819,-0.0181427,-0.0042419434,-0.00642395,26.202393,-45.121765,16.71753,-0.014117379,-0.049054146,-0.24492678,0.33260798,0.62983024,0.62177736,235.48724,-90.83818,0.19183987
-0.13729858,10.042007,-0.13729858,0.04537964,0.054382324,0.0033569336,26.379395,-43.528748,18.257141,-0.079800636,0.0086250305,0.3515946,0.33038542,0.62900037,0.62367535,235.30373,-90.54958,0.1192364
-0.05883789,10.140076,0.039230347,-0.04258728,-0.021347046,0.0021362305,24.797058,-42.99774,16.375732,-0.073298395,0.06664181,0.13852982,0.33130923,0.62883866,0.6228379,235.47742,-90.59633,0.08929791
0.039230347,10.081238,-0.17651367,0.01725769,-0.03479004,0.0045776367,24.797058,-42.643738,19.454956,0.05594216,-0.014904022,0.14326003,0.33072582,0.6275633,0.6242734,235.45123,-90.36845,0.12803884
-0.15690613,10.100845,0.07846069,0.02949524,0.0043182373,0.0119018555,24.797058,-42.99774,17.401123,-0.17333607,0.023568153,0.13165188,0.32978192,0.627601,0.6248311,235.34772,-90.30243,0.093413115
0.0,10.042007,-0.15690613,-0.0071411133,0.03239441,-0.0076293945,24.269104,-43.174744,16.54663,-0.0069464426,0.021737099,0.04120598,0.33148575,0.62700397,0.6240982,235.57918,-90.3457,0.15094563
0.0,10.081238,-0.17651367,0.0014038086,-0.077545166,0.013137817,25.500488,-41.937256,19.11316,-0.025878282,-0.018645287,-0.06931582,0.33078492,0.6268812,0.62472403,235.49194,-90.27487,0.1470883
-0.019607544,10.081238,-0.07846069,0.0038452148,0.016525269,0.0033569336,25.14801,-44.059753,17.059326,-0.11083756,0.018883705,0.009595586,0.33083737,0.62609494,0.6253402,235.52173,-90.165955,0.1839988
0.0,10.100845,-0.19613647,0.005050659,-0.05555725,0.020462036,25.675964,-43.88275,17.230225,-0.057505775,0.018397331,-0.024253637,0.3301564,0.6258909,0.6261967,235.4081,-90.085106,0.21536489
0.0,10.081238,-0.039230347,0.006286621,0.011642456,-3.0517578E-4,25.323486,-41.760254,19.284058,-0.037910394,-0.022828102,0.043202404,0.33033088,0.62536263,0.62635326,235.47278,-90.02257,0.21539225
0.05883789,10.042007,0.05883789,-0.02670288,-0.056777954,0.0045776367,24.797058,-43.351746,19.11316,-0.023046423,-0.041280746,-0.128292,0.33095518,0.6251888,0.6260724,235.55183,-90.04496,0.23901124
0.039230347,10.100845,-0.039230347,0.01725769,-0.009124756,0.031463623,24.44458,-44.413757,17.401123,0.022474542,-0.03591156,-0.002109756,0.33035967,0.6251062,0.6270631,235.39325,-89.988,0.3182953
0.019607544,10.100845,0.19613647,-0.031585693,-0.012802124,9.0026855E-4,24.093628,-43.70575,17.744446,-0.0056334287,0.023359299,0.07890707,0.33052173,0.625122,0.6271959,235.36713,-90.00573,0.36654633
0.019607544,10.06163,-0.019607544,-0.004699707,-0.056777954,-0.00642395,25.85144,-42.99774,18.42804,-0.022354584,-0.053886414,-0.096490204,0.32874787,0.6253241,0.6284451,235.11316,-89.897484,0.35017914
0.039230347,10.0224,0.0,0.019714355,-5.79834E-4,0.0033569336,24.44458,-43.351746,18.086243,-0.07509157,-0.013918877,0.03749896,0.3282129,0.62547374,0.6286015,235.09291,-89.87867,0.3205783
-0.019607544,10.120468,0.15690613,-0.0010528564,0.027511597,9.0026855E-4,25.675964,-44.59076,17.230225,-0.01760982,0.045412064,0.11260337,0.32818067,0.62535745,0.6287381,235.05595,-89.859566,0.32323703
0.039230347,10.120468,-0.05883789,-0.013259888,-0.0042419434,0.0058135986,24.797058,-43.70575,19.454956,0.038601045,0.008378029,-0.08393183,0.32735124,0.625776,0.6292633,234.89017,-89.85727,0.33825344
0.019607544,10.06163,0.21574402,-0.020584106,-0.025009155,9.0026855E-4,24.269104,-44.236755,17.573547,-0.041454982,-0.015907288,0.17717457,0.32723784,0.6254983,0.62958103,234.87283,-89.780716,0.34716356
0.13729858,10.081238,-0.19613647,-0.025466919,0.03727722,-0.010070801,25.323486,-43.528748,16.888428,0.032600895,0.022891045,-0.21202895,0.32790935,0.6250708,0.6294018,234.9891,-89.79809,0.37219155
0.09806824,10.081238,0.0,-0.0816803,0.11668396,0.0058135986,24.44458,-43.70575,18.769836,-0.07305764,0.0034971237,-0.08025019,0.32627457,0.6241502,0.6308756,234.89035,-89.543755,0.30387315
-0.019607544,10.081238,-0.3530426,-0.20506287,0.04460144,0.024124146,24.972534,-42.82074,18.257141,-0.004594028,0.0057086945,-0.15617825,0.32119295,0.6229872,0.6353667,234.29492,-89.000465,0.24917126
0.13729858,10.081238,0.3334198,-0.29792786,0.05316162,9.0026855E-4,24.44458,-45.47577,15.690613,0.04210424,-0.0071020126,0.060371786,0.31845376,0.61421156,0.6421949,234.59558,-87.55485,0.20669395
-0.11767578,10.002777,0.84336853,-0.41275024,0.043395996,-0.03327942,25.323486,-44.944763,16.204834,-0.024966039,0.1305952,0.17134178,0.30858606,0.6046501,0.65421015,234.04248,-85.50651,0.030457523
0.019607544,9.924332,1.6082916,-0.40786743,0.2266388,0.014343262,24.44458,-46.183777,13.294983,0.054973166,-0.050554276,0.4503349,0.30031642,0.5886484,0.66801673,234.16116,-82.72647,-0.089523315
0.05883789,9.924332,1.9417114,-0.54592896,-0.13742065,-0.025939941,24.269104,-47.42279,11.071777,0.115303285,0.016379356,-0.11023414,0.29077482,0.5770657,0.68026817,233.7334,-80.50907,-0.20972316
-0.07846069,9.787033,2.4124298,-0.6399994,0.09591675,-0.05404663,25.323486,-45.65277,6.965637,-0.09503992,-0.024134636,-0.033587694,0.27897942,0.5571491,0.6964389,233.77882,-77.08425,-0.46374583
-0.3530426,9.610519,3.2754211,-0.52760315,0.20219421,-0.04550171,24.269104,-49.899292,6.965637,-0.18144427,-0.017466545,0.27403307,0.26552632,0.53592414,0.71242344,233.87202,-73.46538,-0.86517376
-0.84336853,9.355545,3.3146515,-0.5385895,0.06781006,0.14872742,23.214722,-49.545288,2.859497,-0.62988675,-0.13825798,-0.018681288,0.25062424,0.5211379,0.72710484,233.08229,-70.6535,-1.215443
0.019607544,9.316315,4.0207214,-0.50805664,-0.04701233,0.12187195,22.511292,-49.191284,1.1474609,0.053094327,-0.0664072,0.11624241,0.24597973,0.50135225,0.7418628,232.883,-67.89596,-0.41391477
0.2745819,9.100571,4.15802,-0.52516174,-0.0054779053,9.0026855E-4,23.565674,-47.776794,0.4638672,0.20621684,-0.058692932,0.007265091,0.24213341,0.48392162,0.753252,232.90488,-65.51945,0.16595677
-0.09806824,8.669083,4.4522247,-0.88313293,0.33293152,0.15852356,22.511292,-48.83728,-5.354309,-0.21105285,-0.071686745,-0.7017684,0.22514366,0.45897844,0.7730859,231.92812,-61.490723,0.19674057
0.5295563,8.237579,5.8839874,-0.84768677,-0.15330505,0.09132385,20.578003,-49.72229,-8.946228,0.1826359,-0.12978458,0.07518959,0.20649485,0.42448384,0.7969401,230.90364,-56.332676,0.5239853
0.23536682,7.609955,6.295868,-0.7316284,-0.2571411,-0.12490845,20.753479,-47.776794,-12.197876,-0.10918988,-0.11603689,0.16113472,0.19802295,0.38960767,0.81029844,231.91415,-51.82453,0.9576063
-0.2942047,7.3746033,6.8646545,-0.6387787,0.21199036,0.11087036,20.578003,-46.183777,-17.843628,-0.36577582,0.2623577,0.08617067,0.18277267,0.3598856,0.8197012,232.92422,-47.61026,0.40783918
0.11767578,6.8058167,7.1000214,-0.66200256,0.12646484,0.07788086,20.578003,-44.413757,-20.239258,0.14102297,-0.07559776,-0.15645981,0.16133595,0.33775207,0.83540225,231.39496,-43.96282,-0.1330505
0.23536682,6.3154755,7.727646,-0.637558,-0.40985107,0.036346436,18.82019,-39.813232,-22.976685,0.11853453,-0.12343645,0.008653164,0.15330684,0.30425215,0.8471469,231.6476,-39.83368,0.6659072
0.2942047,5.9428253,8.708298,-0.56791687,0.16311646,-0.09069824,17.41333,-39.105225,-28.451538,0.09556502,-0.073753834,0.73036003,0.14372909,0.27692518,0.85467154,232.09317,-36.350124,0.90858644
-0.09806824,5.2171326,8.021835,-0.79148865,0.17410278,-0.120025635,17.062378,-34.858704,-30.503845,-0.06537715,-0.20791388,-0.43574715,0.12447895,0.25562888,0.8608046,232.21776,-33.037,-0.08602029
-0.21574402,4.0795593,6.727356,-1.5404205,-0.47460938,0.06932068,17.237854,-31.84967,-35.124207,-0.17415068,-0.33590794,-2.1861095,0.09973326,0.218249,0.8705058,232.34647,-27.757446,-0.7978986
0.25497437,3.942276,10.610794,-0.55815125,-0.1386261,-0.03694153,16.007996,-20.349121,-38.03253,0.21286905,0.27328372,2.1854305,0.06621387,0.14275762,0.8855424,232.47212,-18.103106,-0.43123916
-0.09806824,2.07901,11.297256,-0.651001,0.2425232,0.04244995,14.250183,-15.0390625,-39.401245,0.3247411,-0.2069571,1.4921808,0.04245483,0.11352996,0.88946486,232.53645,-13.853972,-1.4054226
-0.43148804,1.6082916,11.081512,-0.4298706,0.25473022,0.16340637,15.129089,-10.261536,-38.545227,0.11720914,-0.22752988,1.2155304,0.01546676,0.0945065,0.89515716,231.58138,-10.540812,-3.1296194
-0.23536682,1.5886841,10.512726,-0.20018005,-0.34022522,-0.03327942,15.655518,-7.962036,-38.37433,0.34411842,0.07008481,0.5884142,0.0072125015,0.080758974,0.8959115,231.72855,-8.699809,-3.3033705
-0.2942047,1.3337097,10.002777,-0.28448486,-0.31700134,-0.058944702,16.534424,-7.4310303,-36.49292,0.08756593,0.013693213,-0.38483334,0.014358456,0.06743308,0.89386237,232.5963,-7.663282,-1.9528986
0.07846069,1.1375732,10.081238,-0.09877014,0.04095459,-0.044265747,13.722229,-7.0770264,-35.466003,0.29406935,0.044344902,0.086483,0.014933073,0.053438563,0.89145035,233.472,-6.2422085,-1.2284786
-0.19613647,0.823761,10.591187,-0.28448486,0.075149536,-0.023498535,14.776611,-4.953003,-34.78241,0.1825978,-0.018550038,0.25123692,0.011298846,0.045792814,0.88678104,234.75346,-5.257307,-1.2646056
-0.19613647,0.78453064,9.865494,-0.17941284,0.2266388,0.0021362305,14.601135,-5.8380127,-35.295105,0.14175764,0.037084162,-0.18301392,0.002067125,0.03985759,0.88329303,235.67346,-4.1509213,-1.9246265
-0.39227295,0.47071838,10.002777,-0.09510803,0.10813904,-0.0015411377,17.062378,-3.7155151,-34.609985,0.18960452,-0.06011212,0.18339157,-0.010282259,0.035523273,0.87877756,236.78644,-3.022067,-2.9735725
-0.25497437,0.50994873,9.139801,-0.13420105,-0.14718628,-0.07727051,15.655518,-4.067993,-31.872559,-0.04601425,0.22654459,-0.39130878,-0.013452767,0.031356275,0.8742717,237.89716,-2.3991022,-3.0891912
0.11767578,0.25497437,11.591461,-0.0095825195,0.045837402,-0.040618896,14.953613,-5.130005,-30.847168,0.29182008,0.10195416,3.1156874,-0.0045823078,0.011400182,0.8676865,239.60107,-0.87114656,-1.1189078
-0.11767578,0.13729858,9.924332,-0.0010528564,0.026275635,0.027786255,15.4800415,-6.3690186,-29.649353,-0.019837692,-0.031958327,-0.08586502,-0.0055347774,0.011819403,0.8647586,240.26373,-0.8530605,-1.2284927
0.07846069,-0.039230347,10.081238,-0.038909912,0.2816162,0.040008545,15.655518,-5.8380127,-30.503845,0.297708,-0.09500052,0.30684376,-0.005569582,0.012102911,0.86391026,240.45598,-0.87706476,-1.2497276
-0.13729858,0.09806824,9.98317,-0.005935669,0.05316162,-0.002746582,14.953613,-7.2540283,-30.847168,0.15313573,-0.05375068,-0.0037412643,-0.005433368,0.011930731,0.86219895,240.8452,-0.8637024,-1.2292454
