@ HyperIMU -ianovir - 2018
@ Date:Mon Nov 25 13:50:44 GMT+00:00 2019, Sampling Rate:100ms

LIS3DH_Accelerometer.x,LIS3DH_Accelerometer.y,LIS3DH_Accelerometer.z,L3GD20_Gyroscope.x,L3GD20_Gyroscope.y,L3GD20_Gyroscope.z,AK8963_Magnetometer.x,AK8963_Magnetometer.y,AK8963_Magnetometer.z,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z,Rotation_Vector.x,Rotation_Vector.y,Rotation_Vector.z,Orientation.x,Orientation.y,Orientation.z
0.07846069,0.13729858,9.865494,-0.0036315918,-0.0019378662,0.19644165,-1.0437012,-17.340088,-42.99469,-0.2026504,0.016942158,0.031784058,-0.0061583742,0.004943413,0.96183527,211.32445,-0.35280186,-0.86241174
-0.05883789,0.13729858,9.924332,0.0012664795,-0.017822266,0.005874634,-1.0437012,-16.986084,-43.336487,0.0641496,0.08262473,-0.00810051,-0.0059223184,0.005446569,0.9654863,210.1772,-0.42596498,-0.8177325
-0.07846069,0.09806824,10.042007,0.006149292,0.009033203,-0.0014801025,-2.9769897,-16.809082,-43.849182,0.04536759,0.012660444,0.05326271,-0.0049645337,0.005660491,0.9696208,208.30199,-0.48989004,-0.7102209
-0.07846069,0.11767578,10.0224,0.0037078857,-0.0019378662,-0.005126953,-1.7456055,-16.278076,-42.30957,0.030958906,0.02204924,0.01006031,-0.00515326,0.006164944,0.9720755,207.12526,-0.54828227,-0.739735
-0.09806824,0.21574402,10.042007,0.0037078857,0.0017089844,0.005874634,-1.3946533,-17.694092,-43.336487,0.0054130554,0.05086434,-0.0044384003,-0.004849988,0.006528219,0.9757119,205.28677,-0.60830563,-0.7060466
-0.13729858,0.15690613,9.943939,-0.004837036,-0.015380859,-2.4414062E-4,-2.9769897,-17.51709,-41.45508,-0.021862917,-0.035671555,-0.0056676865,-0.0044566966,0.006793454,0.9778996,204.11482,-0.6546319,-0.66206414
-0.05883789,0.17651367,9.963562,-0.0011749268,-0.0056152344,-0.0014801025,-2.9769897,-16.455078,-42.13867,0.049122684,0.057857208,-0.024353027,-0.0041931993,0.0068413354,0.98058033,202.29231,-0.680642,-0.6192492
-0.15690613,0.17651367,10.002777,0.00491333,-0.021499634,0.0021972656,-1.9226074,-17.163086,-43.507385,-0.079113275,0.053058043,0.01873684,-0.002714769,0.0067841248,0.9835243,200.81049,-0.7084433,-0.4463896
-0.05883789,0.17651367,10.081238,0.006149292,0.0053863525,-0.003921509,-1.5701294,-18.579102,-42.82379,0.04169533,0.02261819,0.04302025,-0.0018901678,0.007149957,0.98559153,199.45534,-0.77095646,-0.35192907
-0.05883789,0.17651367,9.943939,0.00491333,0.010269165,0.004638672,-1.5701294,-17.163086,-43.849182,-0.0034849271,0.021999627,-0.036764145,-0.0026496605,0.00726305,0.9876016,198.03896,-0.77440447,-0.4303626
-0.09806824,0.15690613,9.924332,0.0024719238,-0.0043945312,-2.4414062E-4,-1.5701294,-17.163086,-42.13867,-0.012074336,0.022395417,-0.05657482,-0.0032887687,0.007289442,0.98947465,196.61214,-0.77211726,-0.4935943
-0.09806824,0.13729858,9.963562,-0.0036315918,-0.05203247,-0.005126953,-1.0437012,-16.278076,-43.336487,-0.017684817,-0.017515495,0.007112503,-0.003082072,0.0072547854,0.9909105,195.43271,-0.7764005,-0.46161607
0.039230347,0.11767578,10.0224,0.0024719238,-0.07647705,-0.005126953,-0.8666992,-17.163086,-43.507385,0.02974355,6.572157E-4,0.046382904,-6.2147254E-4,0.006980741,0.99210584,194.38464,-0.7847305,-0.17081116
0.019607544,0.17651367,9.963562,3.0517578E-5,-0.0031738281,-2.4414062E-4,-1.9226074,-18.225098,-44.192505,0.009415723,0.035887033,0.0112371445,3.5241898E-4,0.0070437053,0.99315643,193.38933,-0.8063603,-0.053988438
0.0,0.13729858,9.943939,0.00491333,0.11164856,0.005874634,-1.3946533,-16.63208,-42.30957,0.018132411,0.03572157,-0.062354088,8.1040786E-4,0.007002111,0.99449426,192.0033,-0.80770135,0.00846231
-0.07846069,0.15690613,9.963562,0.0073547363,0.028579712,0.0021972656,-1.3946533,-18.756104,-42.99469,0.0045792684,-0.0072437376,-0.056048393,-0.002464907,0.007512868,0.9953232,191.04733,-0.82973653,-0.3640248
-0.039230347,0.13729858,9.924332,0.0073547363,0.021255493,9.765625E-4,-2.2735596,-17.51709,-43.507385,0.007192388,-0.009702563,-0.049455643,-0.0036371164,0.00771368,0.9961836,189.9633,-0.844407,-0.4919803
-0.09806824,0.17651367,10.120468,0.0012664795,-0.0043945312,9.765625E-4,-2.2735596,-17.51709,-42.82379,0.03479421,0.006402567,0.12594032,-0.0041092983,0.007874671,0.9967158,189.22986,-0.86157584,-0.54198515
0.039230347,0.13729858,10.042007,-0.0011749268,-0.05203247,0.053512573,-0.8666992,-16.455078,-43.507385,-0.059635587,-0.010419235,0.001701355,-0.0033523608,0.0076574185,0.99741864,188.17632,-0.8478703,-0.44574445
-0.039230347,0.11767578,9.924332,0.006149292,-0.042266846,0.0021972656,-0.5157471,-17.163086,-43.16559,0.025641792,-0.010734886,0.017763138,-0.0018668936,0.007563649,0.9979543,187.27444,-0.8514232,-0.26849142
-0.039230347,0.11767578,9.963562,-0.0072784424,-0.027618408,-0.0014801025,-1.9226074,-17.51709,-42.82379,-0.047019474,-0.009146586,0.03404522,-3.1117428E-4,0.0073590325,0.998242,186.74252,-0.8397345,-0.0851884
0.05883789,0.17651367,9.98317,-0.0036315918,0.0236969,-2.4414062E-4,-2.0980835,-16.986084,-42.30957,0.07497783,0.007554859,0.010748863,0.001550742,0.0074009425,0.99855906,186.09207,-0.8563387,0.13238882
0.09806824,0.13729858,9.963562,0.0037078857,-0.08013916,-0.0026855469,-2.2735596,-16.101074,-41.111755,0.033373125,0.008755952,-0.052342415,0.0023387338,0.0072913016,0.99878734,185.57704,-0.8475797,0.22704034
0.45111084,0.09806824,10.904999,0.03302002,0.01637268,-0.089416504,-4.382324,-16.809082,-43.16559,0.18187775,-0.01952605,0.259799,0.008909569,0.0074396725,0.9988762,185.2756,-0.89864933,0.9806867
-0.23536682,0.3334198,9.865494,0.25169373,0.09944153,-0.014892578,-2.4490356,-16.63208,-41.625977,-0.0787309,-0.010434926,0.08760166,7.132938E-4,0.016137173,0.99893063,184.9664,-1.8510691,0.0015423222
0.43148804,0.7649231,10.453888,0.50094604,0.04446411,-0.113845825,-2.4490356,-16.986084,-42.652893,-0.03407943,-0.036959767,-0.08908272,0.001081573,0.034926485,0.99865735,184.38504,-4.0049076,-0.029286329
-0.039230347,1.2944794,10.198914,0.5669098,0.0554657,0.018081665,-0.16479492,-20.349121,-43.507385,0.11133951,-0.034754515,0.120326996,-0.0024597954,0.06325305,0.9974441,183.77303,-7.239949,-0.52137315
-0.09806824,2.0594025,11.101135,1.3036194,0.09088135,0.26242065,0.8911133,-22.825623,-41.796875,0.031866938,0.034989238,1.2188015,-0.005486252,0.0983199,0.9949516,182.28423,-10.727864,-0.83265126
-0.3334198,2.8831482,9.532059,1.427002,0.12753296,0.7498932,5.1086426,-30.966187,-41.45508,-0.5258817,-1.04404,-0.2055254,0.009062279,-0.17092927,-0.98523736,179.4961,-19.688856,-0.9665559
0.23536682,4.7856445,8.5121765,1.2107544,-0.07647705,0.08772278,8.097839,-38.220215,-35.124207,0.43646723,-0.2779708,-0.469512,0.0047693704,-0.2454165,-0.9692419,177.8844,-28.418364,-0.028119836
-0.31381226,5.648636,7.2373047,1.1069183,0.0017089844,0.029083252,10.734558,-43.351746,-27.424622,-0.49040878,-0.37287474,-0.8029547,0.0024503223,-0.30467325,-0.95242286,179.07697,-35.4782,4.6818814E-4
0.45111084,6.4723816,8.27681,1.1838684,-0.08258057,-0.17858887,10.031128,-46.183777,-22.634888,0.34133688,-0.38921118,0.60403967,0.0035454226,0.35250697,0.935789,180.68245,-41.28333,0.1770697
-0.31381226,7.2961426,6.57045,1.0091858,-0.18641663,-0.0552063,13.018799,-50.961304,-14.935303,-0.2496586,-0.26165438,-0.25193882,0.016241482,0.40471122,0.91363317,184.41365,-47.786835,0.08087619
-0.039230347,8.041458,5.687851,0.8784485,0.2521515,0.17079163,13.546753,-52.200317,-10.314941,-0.05624008,-0.11145687,-0.3025608,0.02549573,0.44752115,0.8925606,186.34195,-53.262463,0.08995533
0.5295563,8.629852,4.7856445,0.81492615,0.09944153,-0.085754395,17.062378,-50.7843,-5.5252075,0.54612595,-0.036273956,-0.38813734,0.028198278,0.48646072,0.87180173,186.60402,-58.323563,0.017295962
0.17651367,9.002502,4.275696,0.67318726,-0.105789185,-0.31054688,16.358948,-52.55432,-1.7608643,0.36621147,-0.07510376,-0.14874077,0.037760336,0.51814395,0.8512284,189.52805,-62.59748,-0.7246041
-0.21574402,9.198639,4.001114,0.653656,-0.33425903,-0.26657104,17.237854,-50.961304,0.4638672,0.07259081,-0.07603836,0.03559351,0.055872317,0.54656184,0.8286399,193.82191,-66.6456,-1.412516
-0.2745819,9.453613,3.0792847,0.8955536,0.3388977,0.1133728,17.941284,-51.315308,5.253601,-0.23837844,-0.26061344,0.19992566,0.07042663,0.57719755,0.80469567,195.91217,-71.103065,-1.4287124
0.09806824,9.728195,1.9221039,0.81736755,0.16908264,0.1585846,19.52362,-49.368286,9.532166,0.24212371,-0.064772606,-0.3926475,0.07552109,0.61026996,0.78075093,195.38843,-75.89077,-0.9976503
0.11767578,9.885101,1.4513855,0.26757812,-0.089920044,-0.12850952,18.292236,-49.899292,11.755371,0.33009288,-0.04593754,-0.48245406,0.0858535,0.63457865,0.7596825,196.32158,-79.63641,-0.76018995
-0.4118805,9.963562,1.8436432,0.15029907,-0.12045288,-0.10896301,21.632385,-49.014282,12.953186,-0.022130638,0.0023880005,0.108383894,0.09388229,0.64114475,0.75058156,198.34558,-80.77632,-1.4330027
-0.37265015,9.963562,1.4513855,0.24560547,0.015136719,0.013198853,20.402527,-48.83728,14.151001,-0.055834323,-0.007843018,-0.0011585951,0.1030627,0.6475928,0.7417434,200.0278,-81.94845,-1.6871202
-0.3530426,10.0224,1.2160187,0.2749176,0.0053863525,0.07305908,22.16034,-48.483276,14.492798,-0.09410691,-0.002711296,0.06980789,0.116628975,0.65465355,0.7316117,201.87961,-83.35645,-1.4927298
-0.09806824,10.0224,0.50994873,0.2626953,-0.017822266,0.08772278,21.632385,-47.953796,15.348816,0.053887248,-0.069532394,-0.35788888,0.1325627,0.663622,0.7193996,203.65295,-85.176994,-0.9742744
0.019607544,10.042007,0.37265015,0.13075256,-0.08258057,0.054733276,19.52362,-47.953796,17.744446,0.020218909,-0.08002663,-0.16825312,0.14923818,0.6685909,0.70941365,205.76213,-86.47803,-0.56076247
0.019607544,10.081238,0.5295563,0.018356323,-0.054489136,0.015640259,21.45691,-46.714783,16.888428,0.10426314,-0.02074337,0.029793203,0.17084125,0.6671134,0.70197064,208.88286,-87.04532,-0.14671944
-0.17651367,9.98317,0.9806671,0.06967163,0.23750305,0.026641846,20.402527,-48.83728,16.204834,-0.15822202,-0.07529259,0.43294185,0.17747703,0.6644245,0.7010738,210.01093,-86.8997,-0.094961874
0.05883789,10.002777,0.50994873,0.20407104,0.01637268,0.06573486,21.105957,-46.006775,17.915344,0.02620139,-0.061499596,0.10437122,0.18030117,0.667394,0.69778544,210.15848,-87.46937,0.07410074
0.05883789,10.100845,0.09806824,0.12586975,0.17152405,-0.025878906,19.874573,-46.53778,17.744446,-0.012261972,0.02662468,-0.1364055,0.19375582,0.6714349,0.6886262,211.64513,-88.590096,0.42214367
-0.019607544,10.100845,0.019607544,0.11364746,0.033462524,0.026641846,21.807861,-44.944763,18.257141,-0.07693314,0.024374008,-0.0895087,0.1991664,0.67410314,0.68326265,212.59076,-89.32185,0.32532704
-0.039230347,10.100845,0.4118805,-0.017044067,-0.45155334,0.12069702,20.928955,-45.829773,17.744446,-0.19164863,-0.013976097,0.13294974,0.21727052,0.6705655,0.6763708,215.4825,-89.64069,0.42063582
0.07846069,10.120468,0.45111084,0.17718506,-0.45643616,0.004638672,21.807861,-46.36078,18.94226,0.14446542,-0.0696249,0.2639368,0.2408127,0.6629735,0.6706859,218.84515,-89.71629,1.0747077
-0.019607544,10.0224,-0.07846069,0.44352722,-0.0019378662,-0.113845825,20.578003,-45.121765,20.481873,-0.102634296,-0.051164627,0.24497248,0.24973032,0.6670267,0.66123164,220.14618,-90.835495,0.91823524
0.07846069,9.98317,-0.5687866,0.6023407,-0.23406982,-0.077194214,24.44458,-45.121765,21.165466,-0.004790902,-0.0010099411,0.20662713,0.26183006,0.68126404,0.6391754,221.81178,-93.74706,0.25060728
-0.05883789,9.963562,-1.3729248,0.68418884,-0.26339722,-0.038116455,24.44458,-43.351746,23.561096,-0.002887193,0.018612862,0.060325503,0.26674452,0.69899887,0.6191835,221.92856,-96.86352,-0.17355025
-0.15690613,9.826263,-2.7066345,0.76605225,-0.23530579,0.007080078,26.379395,-39.63623,25.785828,-0.08447651,1.7547607E-4,-0.46927357,0.2820766,0.7197188,0.5884516,223.23325,-101.25249,-0.52424484
-0.25497437,9.708588,-3.1577454,0.5937958,0.21794128,-0.014892578,25.85144,-38.043213,28.009033,-0.05100198,0.030602455,-0.57132435,0.29235792,0.7357166,0.5653303,223.79732,-104.68576,-0.58793086
0.039230347,9.532059,-3.1969604,0.63165283,0.10432434,-0.06864929,26.026917,-36.45172,29.55017,0.055977628,0.09355354,0.20863748,0.30206513,0.7518715,0.5420529,224.08696,-108.24718,-0.4303879
-0.21574402,9.179031,-3.726532,0.91264343,-0.04714966,-0.08453369,26.55487,-33.088684,32.800293,-0.10755876,-0.012537003,0.28299546,0.30937997,0.77058464,0.51419246,224.23808,-112.2757,-0.7278753
-0.2745819,8.708298,-4.9425507,1.1789856,0.16174316,0.07672119,25.500488,-29.904175,33.14209,-0.2621073,-0.07126045,0.33322763,0.315371,0.79598266,0.4788059,223.47246,-117.78184,-0.40629044
0.05883789,8.159134,-6.393936,1.1154633,0.16908264,0.011962891,26.905823,-26.011658,37.591553,0.04857916,-0.015163422,-0.2528534,0.33326286,0.8190333,0.43171352,224.40674,-124.31652,-0.23503602
-0.2745819,7.9041595,-7.9629974,1.04216,0.070114136,0.13537598,26.202393,-20.349121,38.275146,-0.7202503,0.27204084,0.016627789,0.34371555,0.84046245,0.3863895,224.65411,-130.4699,-0.36616382
-0.11767578,7.1000214,-7.178467,0.5534668,-0.28904724,0.31129456,26.905823,-17.871094,37.93335,-0.15395373,0.24368763,-0.4947734,0.3636353,0.85078967,0.34919852,226.24577,-135.40999,0.09472965
0.039230347,6.4920044,-7.8453217,0.80148315,0.049346924,-0.06864929,26.379395,-14.863586,38.78784,0.17046627,0.058947086,-0.16828251,0.37981313,0.8590338,0.31445652,227.6509,-139.85335,0.14607228
-0.15690613,5.844757,-8.335648,0.7220764,-0.049591064,-0.0234375,26.55487,-11.500549,37.93335,-0.11796886,0.008554459,-0.013999939,0.39047083,0.8681588,0.27809933,228.5406,-144.326,-0.33293778
-0.15690613,5.3348236,-8.68869,0.6719818,0.24359131,-0.082092285,27.433777,-9.907532,36.050415,-0.07858465,0.44787836,-0.19419098,0.4001574,0.8764348,0.24237098,229.1732,-148.93056,-0.3338146
-0.21574402,4.5699005,-9.532059,0.7904968,0.15563965,-0.08329773,26.730347,-4.598999,37.41913,-0.13394511,0.6490712,-0.44106865,0.40622103,0.8843683,0.20631006,229.50444,-153.41994,-0.68807095
-0.39227295,3.4127197,-9.924332,0.5412445,0.08355713,-0.06741333,25.85144,-2.6535034,37.591553,-0.14469762,-0.6795864,-0.6473017,0.41284886,0.8899454,0.17425165,229.70305,-157.37967,-0.39207983
-0.11767578,4.15802,-9.98317,0.2724762,0.04812622,-0.06864929,25.500488,-0.17547607,37.24823,-0.01632541,0.527163,-0.3608322,0.41967687,0.891123,0.1547432,230.49814,-160.13156,-0.3522632
-0.31381226,3.4127197,-9.963562,0.07821655,0.040786743,-0.066207886,25.85144,0.17852783,36.564636,-0.24772604,0.22619414,-0.5566101,0.42279705,0.8914347,0.14630952,230.79245,-161.23332,-0.26367614
-0.31381226,3.8049774,-10.0224,0.035461426,-0.016616821,0.019302368,25.500488,0.17852783,35.879517,-0.352039,0.28275776,-0.6701374,0.42683458,0.89059496,0.14021283,231.2701,-161.93631,-0.3534112
-0.19613647,3.4911652,-9.414383,0.07211304,0.031021118,-0.097961426,25.323486,0.7095337,36.050415,-0.24400535,0.40832424,0.044386864,0.43417937,0.8877725,0.13577127,232.18158,-162.42531,-0.3765707
-0.15690613,2.8831482,-9.688965,0.31767273,0.11042786,-0.18348694,25.500488,1.9470215,35.53772,-0.0068597198,0.116989374,0.24029064,0.43364334,0.88887525,0.13116573,232.07536,-163.00261,-0.42777956
0.05883789,2.569336,-9.512451,0.5815735,0.10798645,-0.14439392,25.85144,4.071045,34.510803,0.13454726,0.20914459,0.428092,0.43528956,0.8913502,0.112017624,232.11174,-165.46432,-0.42917597
-0.09806824,2.1574554,-10.218536,0.80636597,0.08111572,-0.1700592,25.675964,4.248047,34.6817,0.030474722,0.14402723,0.16147614,0.43259284,0.8966301,0.083487965,231.64024,-168.81247,-0.4149009
-0.13729858,1.3337097,-10.218536,0.5388031,0.034698486,-0.036880493,24.093628,7.255554,33.14209,-0.09613853,0.07901132,-0.3321123,0.4329401,0.899123,0.056559358,231.44583,-172.62968,-0.35582736
-0.11767578,0.86299133,-10.39505,0.39587402,0.021255493,-0.09674072,24.44458,9.379578,31.089783,-0.085667625,0.10929912,-0.27412415,0.43576252,0.899293,0.032750104,231.71277,-175.74112,-0.18070117
-0.3334198,0.39227295,-10.140076,0.37142944,0.011474609,-0.050323486,23.742676,11.149597,32.800293,-0.17503142,0.12275761,-0.09329224,0.43703407,0.8992421,0.016699662,231.84203,-177.8143,-0.119109616
-0.9022064,-0.13729858,-10.042007,0.026916504,-0.011734009,0.038848877,23.390198,10.441589,31.089783,-0.36750296,0.089224584,-0.8038063,-0.43946603,-0.8982579,0.0014545738,232.13965,179.82864,-0.029026499
-0.019607544,0.09806824,-10.257751,-0.013397217,0.0041503906,0.020523071,23.918152,11.680603,30.233765,-0.021533169,0.16854224,-0.07378864,-0.44868916,-0.89368075,0.003488706,233.31924,179.60275,-0.09975529
0.039230347,0.3334198,-10.257751,0.04156494,-0.0056152344,-0.20179749,24.972534,11.326599,31.260681,-0.014720686,0.24115856,-0.061086655,-0.4528973,-0.8915618,0.0012219565,233.85947,179.85692,-0.027512418
-0.45111084,-0.11767578,-10.277374,0.0024719238,-0.0043945312,0.0021972656,22.86377,11.680603,29.891968,-0.5086648,-0.24262953,-0.048057556,0.44846076,0.89379895,-0.0022840134,233.28976,179.82103,-0.22692384
-0.09806824,0.09806824,-10.277374,-0.0072784424,0.011474609,-0.0014801025,22.511292,10.264587,30.918884,-0.02933903,0.12184689,-0.04282856,0.4523498,0.89183354,-0.0025548562,233.789,179.86688,-0.38475803
-0.17651367,0.09806824,-10.218536,3.0517578E-5,5.0354004E-4,9.765625E-4,22.86377,10.618591,29.891968,-0.07717364,0.09017918,0.06928921,0.45625162,0.8898421,-0.002287862,234.29118,179.93436,-0.44659808
